あい /アイ/
ちあみん /チアミン;V.B1/
ちありーだー /チアリーダー/
ちありーでぃんぐ /チアリーディング/
ちあーず /チアーズ/
ちぇあ /チェア/
ちぇあまん /チェアマン/
ちぇあー /チェアー/
ちぇいさー /チェイサー/
ちぇいしんぐ /チェイシング/
ちぇいす /チェイス/
ちぇいにー /チェイニー/
ちぇいん /チェイン/
ちぇか /チェカ/
ちぇこ /チェコ;.cz/
ちぇこすろう゛ぁきあ /チェコスロヴァキア/
ちぇこすろばきあ /チェコスロバキア/
ちぇざれ /チェザレ/
ちぇざーれ /チェザーレ/
ちぇす /チェス/
ちぇすたー /チェスター/
ちぇすたーふぃーるど /チェスターフィールド/
ちぇすと /チェスト/
ちぇすとぱす /チェストパス/
ちぇだー /チェダー/
ちぇだーちーず /チェダーチーズ/
ちぇちぇん /チェチェン/
ちぇっか /チェッカ/
ちぇっかー /チェッカー/
ちぇっかーず /チェッカーズ/
ちぇっかーふらっぐ /チェッカーフラッグ;checkered flag/
ちぇっかーぷれいやー /チェッカープレイヤー/
ちぇっきんぐ /チェッキング/
ちぇっく /チェック/
ちぇっくあうと /チェックアウト/
ちぇっくいん /チェックイン/
ちぇっくさむ /チェックサム/
ちぇっくしーと /チェックシート/
ちぇっくぼっくす /チェックボックス/
ちぇっくぽいんと /チェックポイント/
ちぇっくめいと /チェックメイト/
ちぇっくりすと /チェックリスト/
ちぇっく・あうと /チェック・アウト/
ちぇっく・いん /チェック・イン/
ちぇっと /チェット/
ちぇびちぇふ /チェビチェフ/
ちぇりすと /チェリスト/
ちぇりっしゅ /チェリッシュ/
ちぇりもや /チェリモヤ/
ちぇりー /チェリー/
ちぇりーぼーい /チェリーボーイ/
ちぇるしー /チェルシー/
ちぇるにー /チェルニー/
ちぇるのぶいり /チェルノブイリ/
ちぇれすた /チェレスタ/
ちぇれんこふ /チェレンコフ/
ちぇろ /チェロ/
ちぇろきー /チェロキー/
ちぇろそなた /チェロソナタ/
ちぇん /チェン;Jackie Chan/
ちぇんじ /チェンジ/
ちぇんじあっぷ /チェンジアップ/
ちぇんじゃー /チェンジャー/
ちぇんない /チェンナイ/
ちぇんばれん /チェンバレン/
ちぇんばろ /チェンバロ/
ちぇんばー /チェンバー/
ちぇんばーす /チェンバース/
ちぇんまい /チェンマイ;Chiang Mai/
ちぇーざれ /チェーザレ/
ちぇーほふ /チェーホフ/
ちぇーん /チェーン/
ちぇーんすもーかー /チェーンスモーカー/
ちぇーんそー /チェーンソー/
ちぇーんめーる /チェーンメール/
ちぇーんれたー /チェーンレター/
ちぇーんろっく /チェーンロック/
ちお /チオ/
ちおふぇん /チオフェン/
ちおーる /チオール/
ちきん /チキン/
ちきんかれー /チキンカレー/
ちきんすーぷ /チキンスープ/
ちきんなげっと /チキンナゲット/
ちきんらいす /チキンライス;chicken and rice/
ちきんれーす /チキンレース/
ちきーた /チキータ/
ちくたく /チクタク;tick-tack/
ちくるす /チクルス/
ちぐりす /チグリス/
ちけっと /チケット/
ちけっとしょっぷ /チケットショップ/
ちけっとれす /チケットレス/
ちげ /チゲ;(朝鮮語)/
ちこり /チコリ/
ちこりー /チコリー/
ちごいねるわいぜん /チゴイネルワイゼン/
ちた /チタ/
ちたにあ /チタニア/
ちたにうむ /チタニウム/
ちたん /チタン;[元素]22,Ti/
ちっく /チック/
ちっくたっく /チックタック/
ちったごん /チッタゴン;バングラデシュ/
ちってりお /チッテリオ/
ちっぷ /チップ/
ちっぷいん /チップイン;chip in/
ちっぷす /チップス/
ちっぷせっと /チップセット/
ちとー /チトー/
ちふす /チフス/
ちべたん /チベタン/
ちべっと /チベット/
ちぼり /チボリ/
ちぼー /チボー/
ちま /チマ;(朝鮮語)/
ちまちょごり /チマチョゴリ;(朝鮮語)/
ちみん /チミン;T/
ちむにー /チムニー/
ちむーる /チムール/
ちもしー /チモシー/
ちもーる /チモール/
ちゃい /チャイ;Hindi/
ちゃいこふすきー /チャイコフスキー;Чайковский/
ちゃいな /チャイナ/
ちゃいなたうん /チャイナタウン/
ちゃいなどれす /チャイナドレス/
ちゃいにーず /チャイニーズ/
ちゃいぶ /チャイブ/
ちゃいむ /チャイム/
ちゃいるど /チャイルド/
ちゃいるどしーと /チャイルドシート/
ちゃう /チャウ/
ちゃうしぇすく /チャウシェスク/
ちゃうだー /チャウダー/
ちゃお /チャオ/
ちゃくら /チャクラ/
ちゃこ /チャコ/
ちゃこーる /チャコール/
ちゃこーるぐれー /チャコールグレー/
ちゃたりんぐ /チャタリング/
ちゃたれい /チャタレイ/
ちゃたれー /チャタレー/
ちゃちゃ /チャチャ/
ちゃちゃちゃ /チャチャチャ/
ちゃっく /チャック/
ちゃっと /チャット/
ちゃっとるーむ /チャットルーム/
ちゃっぴー /チャッピー/
ちゃっぷまん /チャップマン/
ちゃっぷりん /チャップリン/
ちゃつね /チャツネ/
ちゃど /チャド;.td/
ちゃどうぃっく /チャドウィック/
ちゃどる /チャドル/
ちゃねらー /チャネラー/
ちゃねりんぐ /チャネリング/
ちゃねる /チャネル/
ちゃぱてぃ /チャパティ/
ちゃふ /チャフ/
ちゃぷたー /チャプター/
ちゃぺっく /チャペック/
ちゃぺる /チャペル/
ちゃもろ /チャモロ/
ちゃらんご /チャランゴ/
ちゃり /チャリ/
ちゃりおっと /チャリオット/
ちゃりてぃ /チャリティ/
ちゃりてぃこんさーと /チャリティコンサート/
ちゃりてぃー /チャリティー/
ちゃりてぃーこんさーと /チャリティーコンサート/
ちゃるだっしゅ /チャルダッシュ/
ちゃるまーす /チャルマース/
ちゃれんじ /チャレンジ/
ちゃれんじぶる /チャレンジブル/
ちゃれんじゃぶる /チャレンジャブル/
ちゃれんじゃー /チャレンジャー/
ちゃれんじんぐ /チャレンジング/
ちゃん /チャン/
ちゃんく /チャンク/
ちゃんぐ /チャング/
ちゃんす /チャンス/
ちゃんと /チャント/
ちゃんどら /チャンドラ/
ちゃんどらー /チャンドラー/
ちゃんねる /チャンネル/
ちゃんばー /チャンバー/
ちゃんぴぉん /チャンピォン/
ちゃんぴおん /チャンピオン/
ちゃんぴおんしっぷ /チャンピオンシップ/
ちゃんぴおんず /チャンピオンズ/
ちゃんぷ /チャンプ/
ちゃーじ /チャージ/
ちゃーじばっく /チャージバック/
ちゃーじゃー /チャージャー/
ちゃーじんぐ /チャージング/
ちゃーた /チャータ/
ちゃーたー /チャーター/
ちゃーち /チャーチ/
ちゃーちる /チャーチル/
ちゃーと /チャート/
ちゃーとふぁいる /チャートファイル/
ちゃーびる /チャービル/
ちゃーみんぐ /チャーミング/
ちゃーみー /チャーミー;和製英語(charming)/
ちゃーむ /チャーム/
ちゃーむぽいんと /チャームポイント/
ちゃーりー /チャーリー/
ちゃーるす /チャールス/
ちゃーるすとん /チャールストン/
ちゃーるず /チャールズ/
ちゃーるとん /チャールトン/
ちゅあぶる /チュアブル/
ちゅちゅ /チュチュ/
ちゅにじあ /チュニジア;.tn/
ちゅにす /チュニス/
ちゅにっく /チュニック/
ちゅーいんがむ /チューインガム/
ちゅーずでぃ /チューズディ/
ちゅーずでぃー /チューズディー/
ちゅーずでい /チューズデイ/
ちゅーずでー /チューズデー/
ちゅーた /チュータ/
ちゅーたー /チューター/
ちゅーとりある /チュートリアル/
ちゅーな /チューナ/
ちゅーなー /チューナー/
ちゅーにんぐ /チューニング/
ちゅーば /チューバ/
ちゅーぶ /チューブ/
ちゅーぶとっぷ /チューブトップ/
ちゅーぶら /チューブラ/
ちゅーぶらべる /チューブラベル/
ちゅーぶらー /チューブラー/
ちゅーぶらーべる /チューブラーベル/
ちゅーぶれす /チューブレス/
ちゅーりっひ /チューリッヒ/
ちゅーりっぷ /チューリップ/
ちゅーりひ /チューリヒ/
ちゅーりんぐ /チューリング/
ちゅーりんぐてすと /チューリングテスト/
ちゅーりんぐましん /チューリングマシン/
ちゅーりんげん /チューリンゲン/
ちゅーる /チュール/
ちゅーるれーす /チュールレース/
ちゅーん /チューン/
ちゅーんあっぷ /チューンアップ/
ちゅーんなっぷ /チューンナップ/
ちょいす /チョイス/
ちょこ /チョコ/
ちょこあいす /チョコアイス;choc-ice/
ちょこくりーむ /チョコクリーム/
ちょこけーき /チョコケーキ/
ちょこちっぷ /チョコチップ;chocolate-chips/
ちょこばー /チョコバー/
ちょこぱふぇ /チョコパフェ/
ちょこふれーく /チョコフレーク/
ちょこぼーる /チョコボール/
ちょこれーと /チョコレート/
ちょこれーとけーき /チョコレートケーキ/
ちょこれーとぱふぇ /チョコレートパフェ/
ちょごり /チョゴリ;(朝鮮語)/
ちょっぱー /チョッパー/
ちょっぴー /チョッピー/
ちょっぷ /チョップ/
ちょっぷすてぃっく /チョップスティック;お箸/
ちょむすきー /チョムスキー/
ちょもらんま /チョモランマ/
ちょりそ /チョリソ/
ちょん /チョン;100chon=1won/
ちょんがー /チョンガー;(朝鮮語)ch'ong-gak/
ちょんぼ /チョンボ/
ちょーかー /チョーカー/
ちょーきんぐ /チョーキング;白亜化/
ちょーく /チョーク/
ちょーさー /チョーサー/
ちらな /チラナ/
ちらー /チラー/
ちり /チリ;.cl/
ちりそーす /チリソース/
ちりぱうだー /チリパウダー/
ちりぺっぱー /チリペッパー;chili pepper/
ちりー /チリー/
ちるだ /チルダ/
ちるちる /チルチル/
ちるど /チルド/
ちるどれん /チルドレン/
ちろきしん /チロキシン/
ちろしん /チロシン;Tyr/
ちろりあん /チロリアン/
ちろる /チロル/
ちわわ /チワワ/
ちん /チン/
ちんこ /チンコ/
ちんざの /チンザノ/
ちんだる /チンダル/
ちんちら /チンチラ/
ちんぱんじー /チンパンジー/
ちーく /チーク/
ちーくだんす /チークダンス;和製英語(cheek-to-cheek)/
ちーず /チーズ;※cheese/
ちーずくりーむ /チーズクリーム/
ちーずけーき /チーズケーキ/
ちーずすふれ /チーズスフレ/
ちーずばーがー /チーズバーガー/
ちーずぱん /チーズパン/
ちーずふぉんでゅ /チーズフォンデュ/
ちーたー /チーター/
ちーと /チート/
ちーぱー /チーパー/
ちーふ /チーフ/
ちーぷ /チープ/
ちーまー /チーマー/
ちーむ /チーム/
ちーむからー /チームカラー/
ちーむぷれい /チームプレイ/
ちーむぷれー /チームプレー/
ちーむめいと /チームメイト/
ちーむめーと /チームメート/
ちーむりーだー /チームリーダー/
ちーむわーく /チームワーク/
つぁいと /ツァイト;(独語)時間/
つぁら /ツァラ/
つぁらとぅすとら /ツァラトゥストラ/
つぁー /ツァー/
つぁーり /ツァーリ/
つあー /ツアー/
つあーがいど /ツアーガイド/
つあーこんだくたー /ツアーコンダクター/
つあーず /ツアーズ/
つあーばす /ツアーバス;tour bus/
つぃくるす /ツィクルス/
つぃごいねる /ツィゴイネル;(独語)ジプシー/
つぃごいねるわいぜん /ツィゴイネルワイゼン/
つぃたー /ツィター/
つぃりる /ツィリル/
つぃんばろん /ツィンバロン/
つぃんまーまん /ツィンマーマン/
つぃーぐらー /ツィーグラー/
つぃーたー /ツィーター/
つい /ツイ/
ついすたー /ツイスター/
ついすてっど /ツイステッド/
ついすと /ツイスト/
ついすとぺあ /ツイストペア;twisted-pair/
ついすとぺあけーぶる /ツイストペアケーブル;twisted-pair cable/
ついる /ツイル/
ついん /ツイン/
ついんかむ /ツインカム/
ついんくる /ツインクル/
ついんず /ツインズ/
ついんてーる /ツインテール/
ついんどらむ /ツインドラム/
ついんびー /ツインビー;[ゲーム]コナミ/
ついんぴーくす /ツインピークス/
ついんべっど /ツインベッド/
ついんるーむ /ツインルーム/
ついん・ぴーくす /ツイン・ピークス/
ついーたー /ツイーター/
ついーど /ツイード/
つう゛ぁい /ツヴァイ/
つぇっぺりん /ツェッペリン/
つぇなー /ツェナー/
つぇらん /ツェラン/
つぇるにー /ツェルニー/
つぇるまっと /ツェルマット/
つぇー /ツェー;(独語)/
つたんかーめん /ツタンカーメン;Tut Ankh Amen/
つな /ツナ/
つなさらだ /ツナサラダ/
つばる /ツバル;.tv/
つべるくりん /ツベルクリン/
つら /ツラ/
つりうむ /ツリウム;[元素]69,Tm/
つりー /ツリー/
つるげーねふ /ツルゲーネフ/
つんぐーす /ツングース/
つんどら /ツンドラ/
つー /ツー/
つーあうと /ツーアウト/
つーうぇい /ツーウェイ/
つーかー /ツーカー;www.tu-ka.co.jp/
つーしょっと /ツーショット/
つーすてっぷ /ツーステップ/
つーそん /ツーソン/
つーとっぷ /ツートップ/
つーとん /ツートン;two-tone/
つーとんからー /ツートンカラー;two-tone/
つーとーん /ツートーン/
つーばいふぉー /ツーバイフォー/
つーばす /ツーバス/
つーびーと /ツービート/
つーぴーす /ツーピース/
つーぷらとん /ツープラトン/
つーべーす /ツーベース;double/
つーらん /ツーラン/
つーりすと /ツーリスト/
つーりずむ /ツーリズム/
つーりんぐ /ツーリング/
つーる /ツール/
つーるきっと /ツールキット/
つーるす /ツールス/
つーるず /ツールズ/
つーるちっぷ /ツールチップ/
つーるどふらんす /ツールドフランス;le Tour de France/
つーるばー /ツールバー/
つーるぼっくす /ツールボックス/
つーるーず /ツールーズ/
つーろん /ツーロン/
てあ /テア/
てあとる /テアトル/
てあとろ /テアトロ/
てぃ /ティ/
てぃあ /ティア/
てぃあご /ティアゴ/
てぃあどろっぷ /ティアドロップ/
てぃあまっと /ティアマット/
てぃあら /ティアラ/
てぃあー /ティアー/
てぃあーず /ティアーズ/
てぃえり /ティエリ/
てぃぐりす /ティグリス/
てぃすと /ティスト/
てぃっく /ティック/
てぃっしゅ /ティッシュ/
てぃっしゅけーす /ティッシュケース/
てぃっしゅぺーぱー /ティッシュペーパー;和製英語/
てぃっと /ティット/
てぃっぷ /ティップ/
てぃっぷす /ティップス/
てぃつぃあーの /ティツィアーノ/
てぃな /ティナ/
てぃの /ティノ/
てぃぴかる /ティピカル/
てぃふ /ティフ/
てぃふぁな /ティファナ/
てぃふぁにー /ティファニー/
てぃふぃん /ティフィン/
てぃべりうす /ティベリウス/
てぃぼー /ティボー/
てぃむ /ティム/
てぃむーる /ティムール/
てぃも /ティモ/
てぃもしー /ティモシー/
てぃもて /ティモテ/
てぃもんず /ティモンズ/
てぃもーる /ティモール/
てぃらな /ティラナ;アルバニア(tia)/
てぃらのさうるす /ティラノサウルス/
てぃらぴあ /ティラピア/
てぃらみす /ティラミス/
てぃりー /ティリー/
てぃる /ティル/
てぃるだ /ティルダ/
てぃるで /ティルデ/
てぃると /ティルト/
てぃるど /ティルド/
てぃん /ティン;Sn/
てぃんかーべる /ティンカーベル/
てぃんくる /ティンクル/
てぃんと /ティント/
てぃんばれす /ティンバレス/
てぃんばー /ティンバー/
てぃんぱに /ティンパニ/
てぃんぱにー /ティンパニー/
てぃんぱんあれい /ティンパンアレイ;Tin-Pan Alley/
てぃんぷー /ティンプー/
てぃー /ティー/
てぃーあっぷ /ティーアップ/
てぃーかっぷ /ティーカップ/
てぃーさーばー /ティーサーバー/
てぃーしゃつ /ティーシャツ/
てぃーしょっと /ティーショット/
てぃーす /ティース/
てぃーすぷーん /ティースプーン/
てぃーせっと /ティーセット/
てぃーたいむ /ティータイム/
てぃーちゃー /ティーチャー/
てぃーちんぐ /ティーチング/
てぃーな /ティーナ/
てぃーにゅ /ティーニュ/
てぃーばっく /ティーバック/
てぃーばっぐ /ティーバッグ/
てぃーぱーてぃー /ティーパーティー/
てぃーぽっと /ティーポット/
てぃーるーむ /ティールーム/
てぃーろふ /ティーロフ/
てぃーん /ティーン/
てぃーんえいじ /ティーンエイジ/
てぃーんえいじゃー /ティーンエイジャー/
てぃーんえーじゃー /ティーンエージャー/
てぃーんず /ティーンズ/
ていく /テイク/
ていくあうと /テイクアウト;take-out/
ていくおふ /テイクオフ/
ていくばっく /テイクバック/
ていすてぃ /テイスティ/
ていすてぃんぐ /テイスティング/
ていすと /テイスト/
ていたむ /テイタム/
ていと /テイト/
ていぷ /テイプ/
ていらー /テイラー/
ている /テイル/
ているず /テイルズ/
ていんず /テインズ/
てお /テオ/
ておす /テオス;神(θεοσ)/
ておどる /テオドル/
ておどーる /テオドール/
ておふぃりん /テオフィリン/
ておふぃる /テオフィル/
ておぶろみん /テオブロミン/
てきさす /テキサス/
てきさすいんすつるめんつ /テキサスインスツルメンツ/
てきすたいる /テキスタイル/
てきすと /テキスト/
てきすとえでぃた /テキストエディタ/
てきすとえりあ /テキストエリア/
てきすとでーた /テキストデータ/
てきすとふぁいる /テキストファイル/
てきすとふぃーるど /テキストフィールド/
てきすとぶっく /テキストブック/
てきすとぼっくす /テキストボックス/
てきすと・うぃじっと /テキスト・ウィジット/
てきーら /テキーラ/
てく /テク;technology/
てくすちゃ /テクスチャ/
てくすちゃー /テクスチャー/
てくすちゅある /テクスチュアル/
てくすと /テクスト;仏語/
てくせる /テクセル/
てくとにくす /テクトニクス/
てくとろ /テクトロ/
てくにか /テクニカ/
てくにかる /テクニカル/
てくにかるえんじにあ /テクニカルエンジニア/
てくにかるさぽーと /テクニカルサポート/
てくにしゃん /テクニシャン/
てくにっく /テクニック/
てくねちうむ /テクネチウム;[元素]43,Tc/
てくの /テクノ/
てくのくらーと /テクノクラート/
てくのすとれす /テクノストレス;techno-stress/
てくのぽっぷ /テクノポップ;techno-pop/
てくのぽりす /テクノポリス/
てくのろじ /テクノロジ/
てくのろじー /テクノロジー/
てくのろじーず /テクノロジーズ/
てぐしがるぱ /テグシガルパ/
てこんどー /テコンドー/
てさろにか /テサロニカ/
てさろにき /テサロニキ/
てさろにけ /テサロニケ/
てざりんぐ /テザリング/
てす /テス/
てすた /テスタ/
てすたろっさ /テスタロッサ;[商標]Ferrari/
てすたー /テスター/
てすてぃんぐ /テスティング/
てすと /テスト/
てすとけーす /テストケース/
てすとすてろん /テストステロン/
てすとせっと /テストセット/
てすとでーた /テストデータ/
てすとどらいばー /テストドライバー/
てすとぱたーん /テストパターン/
てすとめーる /テストメール/
てすとらん /テストラン/
てせうす /テセウス/
てっく /テック/
てっくす /テックス/
てっさ /テッサ/
てっさりあ /テッサリア/
てっど /テッド/
ててぃす /テティス/
てでぃ /テディ/
てでぃべあ /テディベア/
てとす /テトス/
てとら /テトラ;4/
てとらくろろえちれん /テトラクロロエチレン;C2Cl4/
てとりす /テトリス/
てとろどときしん /テトロドトキシン;フグ毒/
てなんと /テナント/
てなー /テナー/
てなーさっくす /テナーサックス/
てにす /テニス/
てにすうぇあ /テニスウェア/
てにすくらぶ /テニスクラブ/
てにすこーと /テニスコート/
てにすさーくる /テニスサークル/
てにすしゅーず /テニスシューズ/
てにすぼーる /テニスボール/
てにすらけっと /テニスラケット/
てにすん /テニスン/
てにそん /テニソン/
てぬーと /テヌート/
てねしー /テネシー;TN/
てのちてぃとらん /テノチティトラン/
てのーる /テノール/
てばい /テバイ/
てふ /テフ/
てふろん /テフロン/
てぷりっつ /テプリッツ/
てへらん /テヘラン/
てみす /テミス/
てむず /テムズ/
てもて /テモテ/
てゅ /テュ/
てゅらむ /テュラム/
てゅーりんぐ /テューリング/
てら /テラ;[SI接頭語]T,10^12/
てらこった /テラコッタ/
てらす /テラス/
てらすはうす /テラスハウス/
てらばいと /テラバイト/
てらぴあ /テラピア/
てらぴすと /テラピスト/
てらぴー /テラピー/
てらふぉーみんぐ /テラフォーミング/
てらりうむ /テラリウム/
てらー /テラー/
てりあ /テリア;犬/
てりとりー /テリトリー/
てりんぐ /テリング/
てりー /テリー/
てりーさ /テリーサ/
てりーぬ /テリーヌ/
てる /テル/
てるあびぶ /テルアビブ;イスラエル(tlv)/
てるねっと /テルネット/
てるびうむ /テルビウム/
てるぺのいど /テルペノイド/
てるぺん /テルペン/
てるま /テルマ/
てるみどーる /テルミドール/
てるみん /テルミン/
てるる /テルル;[元素]52,Te/
てれ /テレ/
てれいん /テレイン/
てれか /テレカ;telephone card/
てれきねしす /テレキネシス/
てれこみゅにけーしょん /テレコミュニケーション/
てれこむ /テレコム/
てれさ /テレサ/
てれしす /テレシス/
てれじあ /テレジア/
てれすこぴっく /テレスコピック/
てれすこーぷ /テレスコープ/
てれたいぷ /テレタイプ/
てれっくす /テレックス/
てれぱしー /テレパシー/
てれぱす /テレパス/
てれび /テレビ;television/
てれびあにめ /テレビアニメ/
てれびあんてな /テレビアンテナ/
てれびうむ /テレビウム;[元素]65,Tb/
てれびかめら /テレビカメラ/
てれびげーむ /テレビゲーム/
てれびしょっぴんぐ /テレビショッピング/
てれびしりーず /テレビシリーズ/
てれびじょん /テレビジョン/
てれびちゅーな /テレビチューナ/
てれびちゅーなー /テレビチューナー/
てれびどらま /テレビドラマ/
てれびにゅーす /テレビニュース/
てれびぼーど /テレビボード/
てれびもにた /テレビモニタ/
てれびもにたー /テレビモニター/
てれふぉにー /テレフォニー/
てれふぉん /テレフォン/
てれふぉんかーど /テレフォンカード/
てれふぉんさーびす /テレフォンサービス/
てれほん /テレホン/
てれほんかーど /テレホンカード/
てれほんさーびす /テレホンサービス/
てれぽーと /テレポート/
てれまん /テレマン/
てれまーかー /テレマーカー/
てれまーく /テレマーク/
てれめとり /テレメトリ/
てれめとりー /テレメトリー/
てれめーた /テレメータ/
てれめーたー /テレメーター/
てれわーく /テレワーク/
てれんす /テレンス/
てれーず /テレーズ/
てれーぜ /テレーゼ/
てろ /テロ/
てろっぷ /テロップ/
てろめあ /テロメア/
てろりすと /テロリスト/
てろりずむ /テロリズム/
てろる /テロル/
てん /テン/
てんきー /テンキー/
てんしゃん /テンシャン/
てんしょん /テンション/
てんす /テンス/
てんそる /テンソル/
てんたてぃぶ /テンタティブ/
てんだー /テンダー/
てんと /テント/
てんぱ /テンパ/
てんぱりんぐ /テンパリング/
てんぷ /テンプ/
てんぷらにーりょ /テンプラニーリョ/
てんぷる /テンプル/
てんぷれ /テンプレ/
てんぷれいと /テンプレイト/
てんぷれーと /テンプレート;※template/
てんぺすと /テンペスト/
てんぺら /テンペラ/
てんぽ /テンポ/
てんぽらり /テンポラリ/
てんぽらりー /テンポラリー/
てんぽらる /テンポラル/
てーくばっく /テークバック/
てーすと /テースト/
てーぜ /テーゼ/
てーたむ /テータム/
てーと /テート/
てーぬ /テーヌ/
てーばい /テーバイ/
てーばー /テーバー/
てーぴんぐ /テーピング/
てーぶる /テーブル/
てーぶるうぇあ /テーブルウェア/
てーぶるくろす /テーブルクロス/
てーぶるげーむ /テーブルゲーム/
てーぶるてにす /テーブルテニス/
てーぶるとっぷ /テーブルトップ/
てーぶるとーく /テーブルトーク/
てーぶるまなー /テーブルマナー/
てーぶるわいん /テーブルワイン/
てーぷ /テープ/
てーぷかっと /テープカット/
てーぷどらいぶ /テープドライブ/
てーぷれこーだ /テープレコーダ/
てーぷれこーだー /テープレコーダー/
てーべ /テーベ/
てーま /テーマ;(独)/
てーまそんぐ /テーマソング/
てーまぱーく /テーマパーク/
てーむず /テームズ/
てーらー /テーラー/
てーらーど /テーラード/
てーらーめいど /テーラーメイド/
てーらーめーど /テーラーメード/
てーる /テール/
てーるえんど /テールエンド/
てーるすーぷ /テールスープ/
てーるらんぷ /テールランプ/
であろけいと /デアロケイト/
でぃ /ディ/
でぃあ /ディア/
でぃあす /ディアス/
でぃあすぽら /ディアスポラ;(ギリシア語)離散/
でぃあず /ディアズ/
でぃあどら /ディアドラ/
でぃあな /ディアナ/
でぃあぬ /ディアヌ/
でぃあぶろ /ディアブロ/
でぃあぼろ /ディアボロ/
でぃあー /ディアー/
でぃあーな /ディアーナ/
でぃう゛ /ディヴ/
でぃう゛ぁいん /ディヴァイン/
でぃう゛ぃじょん /ディヴィジョン/
でぃう゛ぇるてぃめんと /ディヴェルティメント/
でぃえご /ディエゴ/
でぃおげねす /ディオゲネス/
でぃおす /ディオス/
でぃおにそす /ディオニソス/
でぃおにゅそす /ディオニュソス/
でぃおらま /ディオラマ/
でぃおん /ディオン/
でぃおんぬ /ディオンヌ/
でぃおーる /ディオール;www.dior.com/
でぃかぷりお /ディカプリオ;DiCaprio/
でぃがー /ディガー/
でぃきしー /ディキシー/
でぃきしーらんど /ディキシーランド/
でぃくしょなり /ディクショナリ/
でぃくしょなりー /ディクショナリー/
でぃくしー /ディクシー/
でぃくすん /ディクスン/
でぃくそん /ディクソン/
でぃぐ /ディグ/
でぃぐにてぃ /ディグニティ/
でぃぐりー /ディグリー/
でぃけい /ディケイ/
でぃけいど /ディケイド/
でぃけむ /ディケム;d'Yquem/
でぃけんず /ディケンズ/
でぃけーど /ディケード/
でぃざ /ディザ/
でぃざすた /ディザスタ/
でぃざすたー /ディザスター/
でぃざりんぐ /ディザリング/
でぃじぇりどぅ /ディジェリドゥ/
でぃじぇりどぅー /ディジェリドゥー/
でぃじたる /ディジタル/
でぃじたるでぃばいど /ディジタルディバイド/
でぃじたるでばいど /ディジタルデバイド/
でぃじっと /ディジット/
でぃじゅ /ディジュ;didgeridoo/
でぃじゅりどぅ /ディジュリドゥ/
でぃじゅりどぅー /ディジュリドゥー/
でぃじょねっと /ディジョネット/
でぃじょん /ディジョン/
でぃじりどぅ /ディジリドゥ/
でぃじりどぅー /ディジリドゥー/
でぃじー /ディジー/
でぃす /ディス/
でぃすあせんぶら /ディスアセンブラ/
でぃすあせんぶる /ディスアセンブル/
でぃすえーぶる /ディスエーブル/
でぃすおーだー /ディスオーダー/
でぃすかうんと /ディスカウント/
でぃすかうんとしょっぷ /ディスカウントショップ/
でぃすかうんとすとあ /ディスカウントストア/
でぃすかす /ディスカス/
でぃすかっしょん /ディスカッション/
でぃすかばりー /ディスカバリー/
でぃすかーど /ディスカード/
でぃすく /ディスク/
でぃすくあくせす /ディスクアクセス/
でぃすくあれい /ディスクアレイ/
でぃすくいめーじ /ディスクイメージ/
でぃすくけーす /ディスクケース/
でぃすくじょっきー /ディスクジョッキー;DJ/
でぃすくすぺーす /ディスクスペース/
でぃすくどらいぶ /ディスクドライブ/
でぃすくぶれーき /ディスクブレーキ/
でぃすくまん /ディスクマン/
でぃすくゆにおん /ディスクユニオン/
でぃすくらいぶ /ディスクライブ/
でぃすくりぷしょん /ディスクリプション/
でぃすくりぷた /ディスクリプタ/
でぃすくりみねーしょん /ディスクリミネーション/
でぃすくりみねーた /ディスクリミネータ/
でぃすくりーと /ディスクリート/
でぃすくれす /ディスクレス/
でぃすくれびゅー /ディスクレビュー/
でぃすくろーじゃ /ディスクロージャ/
でぃすくろーじゃー /ディスクロージャー/
でぃすくーる /ディスクール/
でぃすけっと /ディスケット/
でぃすこ /ディスコ/
でぃすこぐらふぃ /ディスコグラフィ/
でぃすこぐらふぃー /ディスコグラフィー/
でぃすこねくと /ディスコネクト/
でぃすこみゅにけーしょん /ディスコミュニケーション/
でぃすこーす /ディスコース/
でぃすたんす /ディスタンス/
でぃすちゃーじ /ディスチャージ/
でぃすてぃにー /ディスティニー/
でぃすてぃねーしょん /ディスティネーション/
でぃすとらくた /ディストラクタ/
でぃすとり /ディストリ;distribution (NB:英語ではdistro)/
でぃすとりくと /ディストリクト/
でぃすとりびゅーしょん /ディストリビューション/
でぃすとりびゅーた /ディストリビュータ/
でぃすとりびゅーたー /ディストリビューター/
でぃすとろ /ディストロ;(Linuxの)distribution/
でぃすとーしょん /ディストーション/
でぃすぱっち /ディスパッチ/
でぃすぱっちゃ /ディスパッチャ/
でぃすぷれい /ディスプレイ/
でぃすぷれいすめんと /ディスプレイスメント/
でぃすぷれー /ディスプレー/
でぃすぺんさ /ディスペンサ/
でぃすぺんさー /ディスペンサー/
でぃすぽーざー /ディスポーザー/
でぃずにー /ディズニー/
でぃずにーしー /ディズニーシー;DisneySea/
でぃずにーらんど /ディズニーランド/
でぃずにーりぞーと /ディズニーリゾート/
でぃせんばー /ディセンバー/
でぃぜーぶる /ディゼーブル/
でぃた /ディタ/
でぃっきー /ディッキー/
でぃっく /ディック/
でぃっしゅ /ディッシュ/
でぃっぷ /ディップ/
でぃっぷすいっち /ディップスイッチ/
